item_code,uom,deepseek_decision,gemini_decision,agree,finish_exact,model_exact,rights_status,reason,human_action
FAN-CEI-DEKA-CCNL54RG12,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-CEI-DEKA-CCNL54RG12; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-FLO-KHI-FF1803B,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-FLO-KHI-FF1803B; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-PLA-STEL630,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-PLA-STEL630; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-387-0L0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-387-0L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-MEG-YTG45Z1-5W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-MEG-YTG45Z1-5W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-SEA-5170-20L,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-SEA-5170-20L; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-VIN-EAS-15L-A,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-VIN-EAS-15L-A; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TAP-SAN-SWS-304-3964,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TAP-SAN-SWS-304-3964; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
JUG-KHI-KET-EK5813,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for JUG-KHI-KET-EK5813; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-PHG-5L-MBLK,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-PHG-5L-MBLK; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-SAT-GLO-5L-145,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-SAT-GLO-5L-145; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-WTRB-18L-A,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-WTRB-18L-A; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-WTRB-18L-T,DRUM,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-WTRB-18L-T; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TAP-SAN-SWP-SS-304-3938-MB,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TAP-SAN-SWP-SS-304-3938-MB; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
"HOS-FLE-GLO-60""",PCS,pending,pending,yes,unresolved,unresolved,needs_permission,"Reverified pending: fail-closed upheld for HOS-FLE-GLO-60""; no exact live official manufacturer asset verified.",Keep pending until official manufacturer image is supplied.
NIP-PHG-5L-D,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-PHG-5L-D; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-9K3-0L2,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-9K3-0L2; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
CHA-SAW-STIHL-MS230,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for CHA-SAW-STIHL-MS230; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
FAN-CEI-DEKA-CX156BK12,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for FAN-CEI-DEKA-CX156BK12; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0600-8A7-FLO,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0600-8A7-FLO; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-375-6L0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-375-6L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-HAM-BRU-SBH900M2K,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-HAM-BRU-SBH900M2K; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-FAJAR-FLX-2.5MM-GREY,COIL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-FAJAR-FLX-2.5MM-GREY; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-FLE-P40163CW-ROLL,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-FLE-P40163CW-ROLL; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TAR-SHT-GT2-O/B-6',COIL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TAR-SHT-GT2-O/B-6'; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-ROOF-20L-T,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-ROOF-20L-T; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0611-338-5L0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0611-338-5L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0611-272-1L4,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0611-272-1L4; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-WTRB-18L-WHITE,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-WTRB-18L-WHITE; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0600-8A7-AL0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0600-8A7-AL0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-WTRB-WHI-15004,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-WTRB-WHI-15004; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NIP-WTRB-5L-WHITE,CAN,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NIP-WTRB-5L-WHITE; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-0601-6A0-0L0,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-0601-6A0-0L0; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-HIGH-PRE-WAS-K2,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-HIGH-PRE-WAS-K2; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
STA-PRE-WAS-K3-DEL,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for STA-PRE-WAS-K3-DEL; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
X-STA-PRE-WAS-K4,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for X-STA-PRE-WAS-K4; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BOS-2608-600-017,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BOS-2608-600-017; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
CIMA-DL-L-199Y-RND-18W-CIELO-DL,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for CIMA-DL-L-199Y-RND-18W-CIELO-DL; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
AGR-NET-SUN-GLO-70%,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for AGR-NET-SUN-GLO-70%; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
SIN-CKS7406,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for SIN-CKS7406; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
MIR-SBC-600603A,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for MIR-SBC-600603A; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-FLE-7076,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-FLE-7076; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-FAJ-2.5MM-80M,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-FAJ-2.5MM-80M; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
DC-DCSM03-100EK,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for DC-DCSM03-100EK; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
PUM-WTR-JHP4-40,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for PUM-WTR-JHP4-40; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
DC-20V-SETS-XB,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for DC-20V-SETS-XB; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
DC-20V-XA,SET,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for DC-20V-XA; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
"DOR-HIN-JTC-SSS-4""",SET,pending,pending,yes,unresolved,unresolved,needs_permission,"Reverified pending: fail-closed upheld for DOR-HIN-JTC-SSS-4""; no exact live official manufacturer asset verified.",Keep pending until official manufacturer image is supplied.
SUMO-SM-138,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for SUMO-SM-138; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
DL5-WAT-FIL-0942-GRY,UNIT,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for DL5-WAT-FIL-0942-GRY; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
IND-CEM-50KGS,BAG,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for IND-CEM-50KGS; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
"PIP-HDPE-25MM-3/4""",ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,"Reverified pending: fail-closed upheld for PIP-HDPE-25MM-3/4""; no exact live official manufacturer asset verified.",Keep pending until official manufacturer image is supplied.
WOO-PLY-3.6MM,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for WOO-PLY-3.6MM; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
IND-GAL-WIRE-20#-COIL,COIL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for IND-GAL-WIRE-20#-COIL; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-D/L-ECO-3030-24W,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-D/L-ECO-3030-24W; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
TOO-BOS-BAG-101,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for TOO-BOS-BAG-101; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
IND-WIR-MES-1212-20GX100,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for IND-WIR-MES-1212-20GX100; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BAT-ENE-MAX-AA4PCS,PCK,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BAT-ENE-MAX-AA4PCS; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
BAT-ENE-MAX-AAA4PCS,PCK,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for BAT-ENE-MAX-AAA4PCS; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
WOO-HOE-CANGKUL-HARDWOOD,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for WOO-HOE-CANGKUL-HARDWOOD; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
IND-ALUM-SHE-FLA-0.3MMX3',KGS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for IND-ALUM-SHE-FLA-0.3MMX3'; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
CEI-FRA-30MM,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for CEI-FRA-30MM; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ROO-ZIN-SHE-10'X35G,PCS,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ROO-ZIN-SHE-10'X35G; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NAI-COM-65MM-20KG,BOX,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NAI-COM-65MM-20KG; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
ELE-CAB-ZI-C70763G-ROLL,ROLL,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for ELE-CAB-ZI-C70763G-ROLL; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
PIP-CON-WHI-20MM3M,LTH,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for PIP-CON-WHI-20MM3M; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
NAI-COM-50MM-20KG,BOX,pending,pending,yes,unresolved,unresolved,needs_permission,Reverified pending: fail-closed upheld for NAI-COM-50MM-20KG; no exact live official manufacturer asset verified.,Keep pending until official manufacturer image is supplied.
"DRA-COV-TEC-GRE-9""X17""",PCS,pending,pending,yes,unresolved,unresolved,needs_permission,"Reverified pending: fail-closed upheld for DRA-COV-TEC-GRE-9""X17""; no exact live official manufacturer asset verified.",Keep pending until official manufacturer image is supplied.
