item_code,uom,source_file,prior_status,gemini_decision,agree,finish_exact,model_exact,rights_status,reason,human_action
DRI-SDS-GT02-14260,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"NIE-SOC-IMP-1""-24MM",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"NIE-SOC-IMP-1/2""-13MM",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"NIE-SOC-IMP-1/2""-17MM",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-QLA-1L-T,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-SAT-GLO-1L-T,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-TIM-1L-D,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-0601-1A9-5L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-0601-B33-0L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-608-T73,PCK,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-07160,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-12260,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-16210,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BLE-PSN-MX-EX1531WSK,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-0601-3A0-0L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for GDC 140 matching product specifications and finish.,Obtain official manufacturer rights clearance.
DRI-SDS-GT02-05160,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-08160,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-12160,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-13260,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-578-159,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-585-884,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-585-885,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-608-T64-N,PCK,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DC-DJC23,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"NIE-SOC-IMP-1/2""-27MM",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-TIM-FIN-1L-TY,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
ADH-TAP-CLO-RED,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
ADH-TAP-WAR70,ROLL,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-684-775,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-CF-1033,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
IND-CEM-GREY-20KG,BAG,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SWI-SOC-TAICON-TC8111,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SFC-6003950,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAP-SAN-SFC-6003950-BK,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-578-117,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-RB650S,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIETZ-MOU-FLA-WHE-57122060,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
SWI-T/SOC-TAI-5G5M,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
ADH-TAP-MAS-48MM,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-585-901,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIP-VIN-EAS-1L-D,CAN,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOO-NIE-BIT-SCKT-1/2IN-T25,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOO-NIE-BIT-SCKT-1/2IN-T30,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOR-ENE-LED-2D,PCK,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-0601-1A0-3L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,Fail-closed: evidence insufficient for VERIFIED. NOT_PRESERVED,Image confidence below fail-closed 90 threshold (Tier-2/dealer or variant-shared asset). Request exact first-party image or product label photo; independent review required.
DRI-SDS-GT02-65110,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
ELE-D/L-LSM-72W-3CLR,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TAR-SHT-GT2-12X18,SHT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
TOO-NIE-PLU-COU-30SH,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
ADH-TAP-MAS-36MM,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-0601-58F-0L0,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for GST 90 BE matching product specifications and finish.,Obtain official manufacturer rights clearance.
BOS-2608-608-T69,PCK,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
COC-SIN-SRTKT1831SS,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
GLO-SEM-GT891/YEL,DOZ,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"NIE-SOC-IMP-1/2""-22MM",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-0601-9H2-281,UNIT,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,candidate,candidate,yes,yes,yes,needs_permission,Exact official asset verified for GO Gen 3 matching product specifications and finish.,Obtain official manufacturer rights clearance.
COC-SIN-SRTWT5848-RG,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DC-ZC02-28-H2K,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-06160,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-55110,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
HOS-GAR-MARK-X-DB-13MTR,ROLL,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
"NIE-SOC-IMP-1/2""-19MM",PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
NIETZ-MOU-FLA-WHE-57152120,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
CIMA-DL-L/199Y/RND/18W/SEN/840,SET,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
DRI-SDS-GT02-06110,PCS,priority50_forensic_audit_input/products_101_1000_forensic/manifest_records_101_1000.json,pending,pending,yes,yes,no,needs_permission,"Fail-closed: evidence insufficient for VERIFIED. Exact manufacturer/model, suffix, variant, package and image were not preserved; no family image substituted.",Re-preserve exact authoritative evidence and resolve recorded ambiguity/hard failure; independent review required before promotion.
BOS-2608-578-116,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-2608-585-880,SET,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-2608-608-T66-N,PCK,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
DRI-SDS-GT02-10160,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
NIE-SOC-IMP-DEE-1/2-27MM,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
TAP-SIN-SRTKT69SS-GM,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
TOO-SOC-SET-8-32,SET,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-0600-8C1-H70,UNIT,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,H70/H71 order-number conflict unresolved.,"Perform targeted research for exact OEM model, suffix and image."
BOS-2608-578-115,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-2608-608-T68-N,PCK,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-2608-608-T72,PCK,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-2608-680-294,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-RP15G,UNIT,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
"NIE-SOC-IMP-1/2""-15MM",PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
"NIE-SOC-IMP-1/2""-16MM",PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
"NIE-SOC-IMP-3/4""-30MM",PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
STA-PRE-WAS-K3,UNIT,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,candidate,candidate,yes,yes,yes,needs_permission,Exact official candidate verified for K 3 HR Plus with live authoritative source.,Obtain official manufacturer rights clearance.
ADH-TAP-CLO-BLU,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-2608-595-072,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
BOS-BAT-2607-225-729,PCS,manus/P1-CAT-01_products_1001_2500_research_outputs/products_1001_2500_reviewed.csv,pending,pending,yes,no,no,needs_permission,Exact identity and exact image evidence not preserved; fail-closed.,"Perform targeted research for exact OEM model, suffix and image."
