priority_tier,queue,source_position,item_code,uom,display_name,category,manus_decision,official_product_page,official_image_url,why_failed,hint_page,hint_image,gemini_note
A,p300_pending,166,ELE-CAB-WIR-MKK-2.5MM-YEL,ROLL,MKK Cable 2.5MM (7/0.49MM) Yellow,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://buatanmalaysia.com/product/14-00001/,,
A,p300_pending,167,ELE-D/L-MEG-YTP45B1-15W-3000K,PCS,Megaman LED Stick Bulb Plc YTP45B1 15W/3000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,168,ELE-D/L-MEG-YTP45Z1-15W-4000K,PCS,Megaman LED Stick Bulb E27 YTP45Z1 15W/4000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,169,STA-PRE-WAS-HD4,UNIT,Karcher Classic High Pressure Washer,Power Tools,pending,https://www.karcher.com/my/en/professional/products/hd-4-10-x-classic-kap-p15209760,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.karcher.com/my/en/professional/products/hd-4-10-x-classic-kap-p15209760,,
A,p300_pending,170,STA-SAW-SCR121S2K,UNIT,Stanley 12V Reciprocating Saw,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,171,FAN-TAB-KHI-TF1210SE-LAV,SET,Khind - 12 Table Fan (sweet Lavender),Fans & Ventilation,pending,https://khind.com.my/collections/khind,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/khind,,
A,p300_pending,172,BOS-0611-321-0L0,UNIT,Gsh 5CE Demolition Hammer,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsh-5-ce-06113210L0,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsh-5-ce-06113210L0,,
A,p300_pending,173,ELE-CAB-WIR-MKK-2.5MM-GRE,ROLL,MKK Cable 2.5MM (7/0.49MM) Green,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://buatanmalaysia.com/product/14-00001/,,
A,p300_pending,174,ELE-D/L-MEG-YTP45Z1-15W-3000K,PCS,Megaman LED Stick Bulb E27 YTP45Z1 15W/3000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,175,FAN-WAL-TAICON-TC-11007,SET,Taicon 16 Wall Fan Sirim-blk,Fans & Ventilation,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,176,BOS-0601-1A2-1L0,UNIT,Gsb Impact Drill,Power Tools,pending,https://www.bosch-pt.com.my/my/en/impact-drills-213950-ocs-c/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/impact-drills-213950-ocs-c/,,
A,p300_pending,177,BOS-0601-9N9-0L0C1,SET,Gws + Gds + Gsb Plus Combo Set,Power Tools,pending,https://www.bosch-pt.com.my/my/en/combo-kits-3038553-ocs-c/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/combo-kits-3038553-ocs-c/,,
A,p300_pending,178,ELE-D/L-MEG-YTP38B1-10W-3000K,PCS,Megaman LED Stick Bulb Plc YTP38B1 10W/3000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,179,ELE-D/L-TC-3260-32W-RND,PCS,Taicon 32W Adjusted LED Round (TC-3260),Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,180,BOS-AHI2-4PC,UNIT,Adelino S/steel Multi Stage Centrifugal Pump (0.75HP),Pumps & Water,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",http://adelinopump.com/fr-fr/surface_pump/394.html,,
A,p300_pending,181,KHI-FRY-ARF35,SET,Khind Air Fryer (mint),Home Appliances,pending,https://khind.com.my/collections/khind,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/khind,,
A,p300_pending,182,STA-DRI-SCD10D2K,UNIT,Stanley 12V Tower Up Drill/driver 2.0AH,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,183,BOS-0601-9F7-0L0,UNIT,Gsr Battery Screwdriver,Hand Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,184,BOS-0611-924-0L1,UNIT,Gbh Batt. Rotary Hammer,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gbh-185-li-06119240L1,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gbh-185-li-06119240L1,,
A,p300_pending,185,ELE-D/L-MEG-YTA60Z1-10W-4000K,PCS,Megaman A60 E27 LED Bulb YTA60Z1 10W/4000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,186,ELE-D/L-MEG-YTA70Z1-15W-4000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/4000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,187,ELE-D/L-TC-2261-32W-SQ,PCS,Taicon 32W Adjusted LED Square (TC-2261),Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,188,KHI-COO-RC828N,SET,Khind Rice Cooker 2.8L,Home Appliances,pending,https://khind.com.my/collections/khind,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/khind,,
A,p300_pending,189,BOS-0601-9K0-0L0,UNITS,Gds Batt. Impact Wrench 18V-400,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gds-18v-400-06019K00L0,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gds-18v-400-06019K00L0,,
A,p300_pending,190,ELE-D/L-MEG-YTP45B1-15W-4000K,PCS,Megaman LED Stick Bulb Plc YTP45B1 15W/4000K,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,191,"EXH-FAN-KHI-08""-WHI-EF8001",SET,Khind 8 Exhaust Fan (off White),Fans & Ventilation,pending,https://khind.com.my/products/khind-exhaust-fan-ef8001,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khind-exhaust-fan-ef8001,,
A,p300_pending,192,GAS-COO-TC-2288-PGC,SET,Taicon Portable Gas Cooker,Home Appliances,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,193,BOS-0601-228-1L2,UNIT,Gsb 16RE Impact Drill (blow Mode Set),Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsb-16-re-06012281L2,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsb-16-re-06012281L2,,
A,p300_pending,194,BOS-0601-9G8-1L7,UNIT,Gsb 121B Batt. Impact Drill (1 Batt.),Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,195,BOS-2608-522-406,PCS,Impact Bit PH2 X 110MM,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.bosch-pt.com.sg/sg/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,,
A,p300_pending,196,BOS-2608-522-407,PCS,Impact Bit PH2 X 150MM,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.bosch-pt.com.sg/sg/en/pro-long-groove-double-ended-impact-bit-3095581-ocs-ac/,,
A,p300_pending,197,ELE-D/L-MEG-YTA65Z2-12W,PCS,Megaman A65 E27 LED Bulb,Lighting,pending,https://megaman.com.my/product-category/led-lighting-source/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product-category/led-lighting-source/,,
A,p300_pending,198,BOS-0601-9G8-0L4,UNIT,Gsr 121B Batt. Screwdriver (1 Batt.),Hand Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,199,ELE-BUL-B22-3W-YEL,PCS,Taicon B22 3W LED Color Bulb - Yellow,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,200,CHA-SAW-STIHL-MS172,UNIT,Stihl Chainsaw 16 Stihl Chain & Guide BAR,"Rope, Chain & Netting",pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,201,ELE-D/L-MEG-YTA70Z1-15W-3000K,PCS,Megaman A70 E27 LED Bulb YTA70Z1 15W/3000K,Lighting,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,202,KET-PSN-NC-GK1WSK,PCS,Panasonic 1.7L Plastick Kettle,Home Appliances,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.panasonic.com/my/consumer/kitchen-appliance/kettle/nc-gk1w.html,,
A,p300_pending,203,RUB-TRT02-SA302,UNIT,Rubine Double Spout Wall Mounted S'tap,Home Appliances,pending,https://www.rubine.com.my/product/RT-SA-302-7C,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.rubine.com.my/product/RT-SA-302-7C,,
A,p300_pending,204,STA-PRE-WAS-BEPW1600L,UNIT,Black+decker Pressure Washer L 110 BAR,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.toolservicenet.com/i/BLACK_DECKER/GLOBALBOM/B1/BEPW1600/1/Instruction_Manual/EN/NA089982_BEPW1600_BEPW1600L_BEPW1750_BEPW1800T_BEPW2200_IN.pdf,,
A,p300_pending,205,"EXH-FAN-KHI-10""-WHI-EF1001",SET,Khind 10 Exhaust Fan (off White),Fans & Ventilation,pending,https://khind.com.my/products/khind-exhaust-fan-ef1001,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khind-exhaust-fan-ef1001,,
A,p300_pending,206,NIP-PHG-1L-A,CAN,1L Platone High Gloss Accent Base,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,
A,p300_pending,207,NIP-PHG-5L-A,CAN,5L Platone High Gloss Accent Base,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/platone-high-gloss/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/platone.webp,
A,p300_pending,208,BOS-0601-068-000,UNIT,Gol 26D Optical Leveller,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gol-26-d-0601068000,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gol-26-d-0601068000,,
A,p300_pending,209,CHA-SAW-STIHL-MS162,UNIT,Stihl Chainsaw 14 Stihl Chain & Guide BAR,"Rope, Chain & Netting",pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.stihlusa.com/en/p/chainsaws-ms-162-gasoline-chainsaw-1027385,,
A,p300_pending,210,KHI-COO-RC806N,SET,Khind 0.6L Rice Cooker (light Winter GREY)-RC806N,Home Appliances,pending,https://khind.com.my/products/khindkitchen-appliancesrice-cooker,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khindkitchen-appliancesrice-cooker,,
A,p300_pending,211,KHI-TOA-BT808,SET,Khind Bread Toaster (mint),Home Appliances,pending,https://khind.com.my/products/khind-2-slices-bread-toaster-with-anti-dust-cover-bt808,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/products/khind-2-slices-bread-toaster-with-anti-dust-cover-bt808,,
A,p300_pending,212,STA-PRE-WAS-BCPC20D1,UNIT,Black+decker 20V Power Cleaner,Chemicals & Adhesives,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.lkmmachinery.com.my/showproducts/productid/5167978/black-decker-bcpc20d1-20v-cordless-high-pressure-washer-water-jet-cordless-cleaner/,,
A,p300_pending,213,STI-BRU-CUT-FR3001,UNIT,Stihl Brush Cutter,Outdoor & Garden,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,214,BOS-AQSD110F,UNIT,Adelino Submersible Sewage Pump 1.1KW,Pumps & Water,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,215,NIP-PHG-1L-P,CAN,1L Platone High Gloss Paster Base,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,216,PSN-TK-CS10-WMA,PCS,Panasonic Water Purifier (white),Home Appliances,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.panasonic.com/my/consumer/kitchen-appliance/water-purifier/tk-cs200-wma.html,,
A,p300_pending,217,STA-CHO-SSC22,UNIT,Stanley Chopsaw 2200W 355MM,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.lionmachinerysupply.com.my/stanley-ssc22-2200w-355mm-chop-saw-14,https://www.lionmachinerysupply.com.my/image/lionmachinerysupply/image/cache/data/all_product_images/product-593/LGLt0sGW1624871670-1000x1000.jpg,
A,p300_pending,218,BOS-0601-9K3-1L2C1,SET,Gsb + Gdr Kit Combo Kit,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsb-185-li-06019K31L2,,
A,p300_pending,219,NIP-PHG-5L-P,CAN,5L Platone High Gloss Paster Base,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,220,OVEN-KHI-TOA-OT3005,SET,Khind Oven Toaster (black),Home Appliances,pending,https://khind.com.my/collections/user-manuals?page=28,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://khind.com.my/collections/user-manuals?page=28,,
A,p300_pending,221,PAI-SPR-SAM-2K01,PCS,Samurai Clearcoat Spray,Paint & Sundries,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://samuraipaint.com/collections/2k-2-komponent,,
A,p300_pending,222,NIP-QSH-EXT-20L-P,DRUM,18L Nippon Q-shield Extra Pastel Base,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/q-shield-extra/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/q-shield-extra-new.webp,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/q-shield-extra/,https://www.nipponpaint.com.my/wp-content/uploads/2024/11/q-shield-extra-new.webp,
A,p300_pending,223,PSN-TK-CS200C-EX,PCS,Panasonic Water Cartridge,Home Appliances,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.panasonic.com/my/consumer/kitchen-appliance/water-purifier/tk-cs200c-ex.html,,
A,p300_pending,224,STA-TRI-ST55,UNIT,Stanley 550W 6.35MM Corded Trimmer,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,225,TAP-SAN-SWP-SS-304-3937-MB,PCS,Saniware Premier Kitchen Pillar Sink Tap-matt Blk,Kitchen & Sinks,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,226,BOS-0611-338-9L1,UNIT,Gsh 5MX Demolition Hammer,Power Tools,pending,https://www.bosch-pt.com.my/my/en/products/gsh5mx-06113389L1,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.bosch-pt.com.my/my/en/products/gsh5mx-06113389L1,,
A,p300_pending,227,ELE-D/L-MEG-YTP38Z1-10W,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/6500K,Lighting,pending,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,
A,p300_pending,228,X-LOC-YALE-Y120B-50-KA3,SET,Yale (key Alike) Boron Shackle Padlock Y120B-50-KA3,Lifting & Rigging,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.yalehome.com/my/en/products/padlocks/outdoor-environment/y120b-series,,
A,p300_pending,229,ELE-CAB-WIR-MKK-1.5MM-YELLOW,ROLL,MKK Cable 1.5MM (7/0.39MM) Yellow,Electrical,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
A,p300_pending,230,NIP-WTRB-5L-P,CAN,5L Nippon Weatherbond Quartz Pastel Base,Paint & Sundries,pending,https://www.nipponpaint.com.my/product/weatherbond-quartz/,,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://www.nipponpaint.com.my/product/weatherbond-quartz/,,
A,p300_pending,231,STA-POL-SP137,UNIT,Stanley 1300W 180MM Polisher,Power Tools,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",https://www.tulips.com.my/ourproducts/cid/176891/cat/power-tools-stanley/,,
A,p300_pending,232,ELE-D/L-MEG-YTP38Z1-10W-4000K,PCS,Megaman LED Stick Bulb E27 YTP38Z1 10W/4000K,Lighting,pending,https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,"Queries ran: Malaysia-first exact-model and official-image search starting from the supplied hint page. Exact model/finish/image evidence did not clear the candidate gate; family, sibling, dealer, marketplace, or incomplete-variant evidence was not substituted.",https://megaman.com.my/product/led-stick/,https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8-2.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-7.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-8.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-11.jpg | https://megaman.com.my/wp-content/uploads/2020/12/Untitled-10.jpg,
A,p300_pending,233,FAN-CEI-DEKA-CCNL54RG12,UNIT,Deka Ceiling Fan Geno Rose Gold,Fans & Ventilation,pending,,,"Queries ran: Malaysia-first exact-model search using the supplied hint and official/manufacturer-site queries. The supplied hint was dealer, marketplace, missing, or non-preservable, so it was not used as an official image source.",NOT_PRESERVED,,
